Year,Region,Type,Sub-type,Total
2020,REGION II (CAGAYAN VALLEY),Service Type,Clinical,424
2020,REGION III (CENTRAL LUZON),Service Type,Clinical,1678
2020,REGION IV-A (CALABARZON),Service Type,Clinical,1839
2020,MIMAROPA REGION,Service Type,Clinical,130
2020,REGION V (BICOL REGION),Service Type,Clinical,534
2020,REGION VI (WESTERN VISAYAS),Service Type,Clinical,1326
2020,REGION VII (CENTRAL VISAYAS),Service Type,Clinical,1410
2020,REGION VIII (EASTERN VISAYAS),Service Type,Clinical,471
2020,REGION IX (ZAMBOANGA PENINSULA),Service Type,Clinical,395
2020,REGION X (NORTHERN MINDANAO),Service Type,Clinical,746
2020,REGION XI (DAVAO REGION),Service Type,Clinical,746
2020,REGION XII (SOCCSKSARGEN),Service Type,Clinical,391
2020,REGION XIII (Caraga),Service Type,Clinical,240
2020,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Service Type,Clinical,180
2020,NO INFO,Service Type,Clinical,0
